Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anton Gavel,FC Bayern Munich,7,203,17,46,0.37,5,18,0.278,12,28,0.429,0.424,18,20,0.9,3,12,15,23,2,0,2,14,57
Antonios Koniaris,Panathinaikos,1,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
Antonis Fotsis,Panathinaikos,27,635,71,126,0.563,43,85,0.506,28,41,0.683,0.734,22,30,0.733,34,78,112,22,12,5,15,47,207
Arad Harari,Maccabi Tel Aviv,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Arnas Butkevicius,Neptunas Klaipeda,10,205,24,43,0.558,8,17,0.471,16,26,0.615,0.651,14,27,0.519,7,21,28,11,9,5,14,22,70
Artsiom Parakhouski,Nizhny Novgorod,23,579,118,192,0.615,0,2,0,118,190,0.621,0.615,62,90,0.689,47,106,153,18,15,45,31,44,298
Arturas Gudaitis,BC Zalgiris,20,307,43,85,0.506,2,5,0.4,41,80,0.513,0.518,42,68,0.618,37,43,80,5,3,18,15,41,130
Arturas Milaknis,BC Zalgiris,24,621,79,171,0.462,60,130,0.462,19,41,0.463,0.637,21,27,0.778,8,35,43,33,8,2,24,52,239
Ben Altit,Maccabi Tel Aviv,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ben Hansbrough,Laboral Kutxa,12,149,10,31,0.323,6,22,0.273,4,9,0.444,0.419,1,2,0.5,5,12,17,10,5,0,7,28,27
Berk Ugurlu,Fenerbahçe,3,16,1,5,0.2,0,1,0,1,4,0.25,0.2,0,1,0,0,0,0,0,1,0,2,1,2
Birkan Batuk,Anadolu Efes,9,90,13,27,0.481,8,16,0.5,5,11,0.455,0.63,3,4,0.75,2,5,7,1,2,0,1,21,37
Bo McCalebb,FC Bayern Munich,5,117,17,49,0.347,5,14,0.357,12,35,0.343,0.398,10,12,0.833,8,4,12,18,3,0,10,15,49
Boban Marjanovic,Crvena zvezda / Red Star,24,655,149,240,0.621,0,0,,149,240,0.621,0.621,100,128,0.781,83,173,256,24,9,21,33,36,398
Bogdan Bogdanovic,Fenerbahçe,29,821,105,266,0.395,49,137,0.358,56,129,0.434,0.487,47,59,0.797,13,72,85,80,21,10,43,57,306
Bojan Dubljevic,Valencia Basket,8,183,45,88,0.511,12,28,0.429,33,60,0.55,0.58,22,24,0.917,10,23,33,7,7,2,8,18,124
Bostjan Nachbar,FC Barcelona,25,305,46,88,0.523,24,53,0.453,22,35,0.629,0.659,12,13,0.923,5,46,51,14,6,2,8,50,128
Brad Oleson,FC Barcelona,20,381,44,105,0.419,26,66,0.394,18,39,0.462,0.543,17,18,0.944,6,23,29,47,14,3,20,30,131
Branko Lazic,Crvena zvezda / Red Star,19,338,26,66,0.394,10,29,0.345,16,37,0.432,0.47,12,16,0.75,13,16,29,14,11,1,13,39,74
Brent Petway,Olympiacos,24,438,45,107,0.421,24,73,0.329,21,34,0.618,0.533,18,23,0.783,20,68,88,23,9,20,13,56,132
Brian Randle,Maccabi Tel Aviv,25,718,128,215,0.595,6,25,0.24,122,190,0.642,0.609,38,58,0.655,48,91,139,50,38,31,35,84,300
Brian Sacchetti,Banco di Sardegna Sassari,8,105,6,18,0.333,5,15,0.333,1,3,0.333,0.472,2,2,1,8,13,21,11,5,0,4,11,19
Bruno Cerella,EA7-Emporio Armani Milano,19,179,16,34,0.471,3,9,0.333,13,25,0.52,0.515,3,5,0.6,7,16,23,11,10,0,6,22,38
Bryant Dunston,Olympiacos,29,563,75,138,0.543,0,1,0,75,137,0.547,0.543,55,89,0.618,50,78,128,17,24,32,25,87,205
Bryce Taylor,FC Bayern Munich,2,39,2,7,0.286,2,4,0.5,0,3,0,0.429,5,6,0.833,2,4,6,3,2,1,0,4,11
Caleb Green,Unicaja Malaga,24,426,64,137,0.467,21,60,0.35,43,77,0.558,0.544,32,53,0.604,30,55,85,17,13,4,27,40,181
Can Altintig,Fenerbahçe,3,26,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,1,1,2,0,0,0,4,5,2
Carlos Arroyo,Galatasaray,15,443,66,172,0.384,28,81,0.346,38,91,0.418,0.465,28,34,0.824,1,25,26,64,8,0,34,35,188
Carlos Martinez,Laboral Kutxa,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Carlos Suarez,Unicaja Malaga,18,360,35,98,0.357,12,47,0.255,23,51,0.451,0.418,17,21,0.81,36,39,75,25,9,3,11,27,99
Cedi Osman,Anadolu Efes,27,521,60,151,0.397,20,66,0.303,40,85,0.471,0.464,40,60,0.667,22,77,99,29,19,8,23,63,180
Charles Jenkins,Crvena zvezda / Red Star,24,459,58,163,0.356,18,58,0.31,40,105,0.381,0.411,24,30,0.8,7,25,32,32,22,5,18,63,158
Cheikh Mbodj,Banco di Sardegna Sassari,1,20,3,5,0.6,0,0,,3,5,0.6,0.6,2,4,0.5,2,2,4,0,0,3,0,2,8
Chris Wright,PGE Turow Zgorzelec,8,168,30,50,0.6,2,7,0.286,28,43,0.651,0.62,9,12,0.75,13,22,35,2,4,8,9,20,71
Cliff Hammonds,Alba Berlin,20,515,63,138,0.457,24,68,0.353,39,70,0.557,0.543,12,16,0.75,3,39,42,58,12,7,29,60,162
Colton Iverson,Laboral Kutxa,24,500,66,107,0.617,0,1,0,66,106,0.623,0.617,37,68,0.544,66,79,145,12,12,16,16,74,169
Kostas Vasileiadis,Unicaja Malaga,17,254,36,107,0.336,22,74,0.297,14,33,0.424,0.439,17,18,0.944,4,16,20,12,8,1,20,34,111
Curtis Jerrells,UNICS,10,250,41,93,0.441,16,47,0.34,25,46,0.543,0.527,8,11,0.727,3,23,26,29,5,2,20,20,106
Damian Kulig,PGE Turow Zgorzelec,10,253,58,103,0.563,17,36,0.472,41,67,0.612,0.646,19,30,0.633,12,43,55,15,6,11,20,38,152
Daniel Hackett,EA7-Emporio Armani Milano,24,689,90,231,0.39,21,84,0.25,69,147,0.469,0.435,50,76,0.658,6,83,89,110,20,1,37,71,251
Dario Saric,Anadolu Efes,27,658,91,210,0.433,19,62,0.306,72,148,0.486,0.479,65,92,0.707,44,128,172,62,20,12,51,54,266
Darius Adams,Laboral Kutxa,14,323,61,137,0.445,30,72,0.417,31,65,0.477,0.555,19,22,0.864,7,26,33,39,15,1,42,27,171
Darius Songaila,BC Zalgiris,24,348,62,126,0.492,0,0,,62,126,0.492,0.492,14,18,0.778,14,47,61,22,14,2,34,55,138
David Guardia,Valencia Basket,1,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
David Logan,Banco di Sardegna Sassari,10,291,43,123,0.35,24,72,0.333,19,51,0.373,0.447,9,13,0.692,2,19,21,28,23,0,14,17,119
David Moss,EA7-Emporio Armani Milano,23,484,39,98,0.398,21,63,0.333,18,35,0.514,0.505,17,22,0.773,26,45,71,27,17,3,17,63,116
Davis Bertans,Laboral Kutxa,22,482,82,215,0.381,50,141,0.355,32,74,0.432,0.498,29,34,0.853,11,52,63,20,4,11,24,63,243
Deividas Gailius,Neptunas Klaipeda,10,269,54,115,0.47,24,59,0.407,30,56,0.536,0.574,15,25,0.6,9,39,48,25,13,0,21,25,147
DeMarcus Nelson,Panathinaikos,18,321,43,107,0.402,3,23,0.13,40,84,0.476,0.416,15,24,0.625,9,35,44,40,10,3,25,27,104
Demetris Nichols,CSKA Moscow,27,331,45,81,0.556,23,40,0.575,22,41,0.537,0.698,10,12,0.833,14,41,55,9,15,10,19,45,123
Deniz Kilicli,Anadolu Efes,5,37,7,14,0.5,0,0,,7,14,0.5,0.5,0,0,,2,3,5,0,0,0,3,2,14
Deshaun Thomas,FC Barcelona,28,543,81,154,0.526,15,38,0.395,66,116,0.569,0.575,23,36,0.639,34,35,69,13,10,7,12,28,200
Devin Smith,Maccabi Tel Aviv,25,796,130,284,0.458,56,149,0.376,74,135,0.548,0.556,60,72,0.833,25,128,153,62,25,16,45,77,376
Dimitri Sokolov,UNICS,7,62,5,9,0.556,0,0,,5,9,0.556,0.556,5,10,0.5,3,10,13,1,2,2,5,10,15
Dimitrios Katsivelis,Olympiacos,12,75,5,11,0.455,2,6,0.333,3,5,0.6,0.545,0,3,0,1,8,9,4,2,1,3,11,12
Dimitrios Agravanis,Olympiacos,20,249,34,80,0.425,8,34,0.235,26,46,0.565,0.475,5,12,0.417,18,36,54,7,5,7,5,55,81
Dimitris Diamantidis,Panathinaikos,27,738,64,156,0.41,39,103,0.379,25,53,0.472,0.535,48,59,0.814,8,53,61,158,25,7,52,61,215
Dimitriy Khvostov,Nizhny Novgorod,24,547,33,103,0.32,17,52,0.327,16,51,0.314,0.403,17,22,0.773,5,28,33,78,4,0,32,70,100
D.J. White,Laboral Kutxa,2,16,1,5,0.2,0,0,,1,5,0.2,0.2,0,2,0,1,3,4,0,1,0,2,0,2
Dmitry Golovin,Nizhny Novgorod,16,111,2,7,0.286,2,4,0.5,0,3,0,0.429,1,4,0.25,3,5,8,15,2,1,5,13,7
Dogus Balbay,Anadolu Efes,24,205,14,38,0.368,0,9,0,14,29,0.483,0.368,3,3,1,6,15,21,18,4,2,10,35,31
Donatas Tarolis,BC Zalgiris,1,10,1,1,1,0,0,,1,1,1,1,0,0,,0,2,2,1,0,0,1,2,2
Donatas Zavackas,Neptunas Klaipeda,10,259,41,69,0.594,20,35,0.571,21,34,0.618,0.739,18,24,0.75,18,34,52,18,7,0,20,27,120
Donnie McGrath,Anadolu Efes,5,74,8,18,0.444,2,8,0.25,6,10,0.6,0.5,2,2,1,1,6,7,5,2,0,7,9,20
Dontaye Draper,Anadolu Efes,28,670,68,159,0.428,31,86,0.36,37,73,0.507,0.525,30,36,0.833,15,54,69,85,28,7,36,78,197
D'or Fischer,UNICS,10,258,54,72,0.75,0,0,,54,72,0.75,0.75,23,29,0.793,11,46,57,12,9,18,16,25,131
Doron Perkins,Laboral Kutxa,9,97,8,23,0.348,5,14,0.357,3,9,0.333,0.457,5,8,0.625,3,18,21,9,6,0,2,14,26
Dusko Savanovic,FC Bayern Munich,10,252,46,102,0.451,18,39,0.462,28,63,0.444,0.539,21,28,0.75,13,31,44,12,7,2,13,16,131
Dwight Buycks,Valencia Basket,3,61,13,31,0.419,2,7,0.286,11,24,0.458,0.452,8,8,1,2,4,6,6,1,0,6,4,36
Edgar Sosa,Banco di Sardegna Sassari,10,229,35,97,0.361,11,39,0.282,24,58,0.414,0.418,23,32,0.719,2,12,14,42,3,0,28,21,104
Edgaras Ulanovas,BC Zalgiris,24,460,46,99,0.465,10,31,0.323,36,68,0.529,0.515,28,37,0.757,25,36,61,29,14,1,33,51,130
Edwin Jackson,FC Barcelona,11,141,10,33,0.303,3,15,0.2,7,18,0.389,0.348,10,12,0.833,2,13,15,14,4,0,8,16,33
Ege Arar,Galatasaray,8,80,7,22,0.318,2,10,0.2,5,12,0.417,0.364,3,5,0.6,2,9,11,1,1,2,2,10,19
Egidijus Dimsa,Neptunas Klaipeda,10,136,18,39,0.462,2,11,0.182,16,28,0.571,0.487,6,16,0.375,7,16,23,3,2,1,5,26,44
Eleftherios Bochoridis,Panathinaikos,15,150,12,30,0.4,5,11,0.455,7,19,0.368,0.483,1,3,0.333,3,12,15,19,3,0,12,32,30
Emir Preldzic,Fenerbahçe,29,637,63,141,0.447,19,55,0.345,44,86,0.512,0.514,23,31,0.742,17,62,79,91,27,3,35,50,168
Emir Sulejmanovic,FC Barcelona,2,1,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0
Emircan Kosut,Anadolu Efes,4,19,2,6,0.333,1,3,0.333,1,3,0.333,0.417,4,6,0.667,2,4,6,0,0,0,1,4,9
Ender Arslan,Galatasaray,19,341,53,120,0.442,33,73,0.452,20,47,0.426,0.579,25,34,0.735,1,14,15,39,4,0,19,31,164
Esteban Batista,Panathinaikos,26,570,112,192,0.583,0,0,,112,192,0.583,0.583,42,55,0.764,41,101,142,26,25,9,65,63,266
Evgeny Baburin,Nizhny Novgorod,23,426,38,101,0.376,25,66,0.379,13,35,0.371,0.5,12,13,0.923,10,37,47,20,26,0,22,53,113
Fabien Causeur,Laboral Kutxa,23,550,79,156,0.506,20,58,0.345,59,98,0.602,0.571,35,50,0.7,14,48,62,52,29,6,26,49,213
Facu Campazzo,Real Madrid,11,95,10,21,0.476,4,11,0.364,6,10,0.6,0.571,7,10,0.7,0,6,6,22,6,1,8,19,31
Felipe Reyes,Real Madrid,30,573,112,223,0.502,5,17,0.294,107,206,0.519,0.513,92,113,0.814,75,79,154,29,15,10,27,74,321
Fernando San Emeterio,Laboral Kutxa,24,557,85,202,0.421,29,91,0.319,56,111,0.505,0.493,47,59,0.797,10,62,72,43,11,0,20,25,246
Filip Dylewicz,PGE Turow Zgorzelec,9,169,12,41,0.293,6,26,0.231,6,15,0.4,0.366,2,6,0.333,5,23,28,15,7,5,10,15,32
Fran Pilepic,Cedevita Zagreb,10,234,41,78,0.526,25,47,0.532,16,31,0.516,0.686,10,10,1,3,11,14,15,6,0,13,26,117
Fran Vazquez,Unicaja Malaga,24,483,63,117,0.538,0,0,,63,117,0.538,0.538,46,61,0.754,43,74,117,25,19,18,21,64,172
Frank Elegar,EA7-Emporio Armani Milano,6,58,6,11,0.545,0,0,,6,11,0.545,0.545,1,7,0.143,8,13,21,2,0,2,2,5,13
Frejus Zerbo,Limoges CSP,10,114,13,27,0.481,0,0,,13,27,0.481,0.481,2,5,0.4,10,10,20,2,4,0,9,20,28
Furkan Aldemir,Galatasaray,6,124,18,24,0.75,0,0,,18,24,0.75,0.75,11,15,0.733,14,23,37,2,4,8,6,17,47
Furkan Korkmaz,Anadolu Efes,19,204,20,49,0.408,12,29,0.414,8,20,0.4,0.531,15,19,0.789,4,23,27,16,11,0,7,25,67
Gal Mekel,Nizhny Novgorod,6,125,27,56,0.482,2,7,0.286,25,49,0.51,0.5,14,17,0.824,1,13,14,28,4,0,11,16,70
Gani Lawal,Panathinaikos,6,25,6,12,0.5,0,0,,6,12,0.5,0.5,0,2,0,4,6,10,0,0,0,3,7,12
Georgios Diamantakos,Panathinaikos,2,6,0,0,,0,0,,0,0,,,0,0,,1,3,4,0,0,0,3,4,0
German Gabriel,Unicaja Malaga,7,63,7,16,0.438,3,8,0.375,4,8,0.5,0.531,5,7,0.714,5,9,14,4,1,1,3,12,22
Giacomo Devecchi,Banco di Sardegna Sassari,7,113,9,22,0.409,3,8,0.375,6,14,0.429,0.477,1,2,0.5,3,7,10,5,6,0,3,13,22
Giorgos Printezis,Olympiacos,20,506,89,183,0.486,18,60,0.3,71,123,0.577,0.536,48,69,0.696,22,75,97,19,4,2,21,31,244
Gokturk Ural,Galatasaray,8,56,6,11,0.545,2,3,0.667,4,8,0.5,0.636,2,2,1,2,4,6,5,1,0,4,4,16
Guillem Vives,Valencia Basket,10,149,11,31,0.355,4,15,0.267,7,16,0.438,0.419,9,9,1,4,8,12,28,10,0,8,26,35
Gustavo Ayon,Real Madrid,29,543,104,167,0.623,0,0,,104,167,0.623,0.623,27,34,0.794,48,83,131,54,31,17,35,67,235
Guy Pnini,Maccabi Tel Aviv,4,83,13,23,0.565,7,15,0.467,6,8,0.75,0.717,5,8,0.625,1,7,8,6,3,0,7,7,38
Heiko Schaffartzik,FC Bayern Munich,10,218,28,55,0.509,18,39,0.462,10,16,0.625,0.673,14,17,0.824,12,11,23,28,5,0,12,26,88
Ian Vouyoukas,Galatasaray,9,85,8,23,0.348,0,0,,8,23,0.348,0.348,6,9,0.667,5,12,17,9,1,2,4,10,22
Ilimane Diop,Laboral Kutxa,7,31,3,8,0.375,0,0,,3,8,0.375,0.375,6,8,0.75,5,11,16,1,1,4,1,2,12
Ilya Popov,Nizhny Novgorod,2,23,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,2,6,8,1,2,0,0,2,6
Ioannis Papapetrou,Olympiacos,11,114,16,33,0.485,6,15,0.4,10,18,0.556,0.576,2,4,0.5,2,12,14,4,4,0,5,20,40
Ismet Akpinar,Alba Berlin,5,28,3,7,0.429,2,4,0.5,1,3,0.333,0.571,0,0,,0,2,2,3,2,0,4,5,8
Ivan Ramljak,Cedevita Zagreb,9,170,16,35,0.457,4,12,0.333,12,23,0.522,0.514,1,3,0.333,6,20,26,13,7,2,5,27,37
Ivan Savelyev,Nizhny Novgorod,15,94,5,15,0.333,0,4,0,5,11,0.455,0.333,5,7,0.714,2,8,10,11,4,0,7,28,15
Ivan Strebkov,CSKA Moscow,8,40,5,14,0.357,4,12,0.333,1,2,0.5,0.5,2,2,1,1,0,1,2,1,0,3,11,16
Ivan Viktorov,Nizhny Novgorod,4,22,2,6,0.333,0,0,,2,6,0.333,0.333,1,2,0.5,0,2,2,1,0,0,1,5,5
Ivan Zigeranovic,PGE Turow Zgorzelec,10,108,18,32,0.563,1,1,1,17,31,0.548,0.578,3,9,0.333,6,16,22,1,4,3,12,21,40
Izzet Turkyilmaz,Fenerbahçe,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jaka Blazic,Crvena zvezda / Red Star,24,512,78,185,0.422,21,68,0.309,57,117,0.487,0.478,42,56,0.75,23,44,67,23,11,2,49,54,219
Jake Cohen,Maccabi Tel Aviv,15,86,8,17,0.471,2,7,0.286,6,10,0.6,0.529,4,5,0.8,6,11,17,4,3,2,8,13,22
Jakub Karolak,PGE Turow Zgorzelec,4,21,2,5,0.4,1,3,0.333,1,2,0.5,0.5,0,0,,0,3,3,0,1,0,0,4,5
Jamar Smith,Limoges CSP,10,261,52,101,0.515,27,59,0.458,25,42,0.595,0.649,9,11,0.818,4,22,26,31,12,1,17,10,140
Jamel McLean,Alba Berlin,21,534,90,161,0.559,0,3,0,90,158,0.57,0.559,94,122,0.77,44,73,117,33,21,5,42,62,274
James Anderson,BC Zalgiris,24,682,126,318,0.396,46,140,0.329,80,178,0.449,0.469,51,65,0.785,18,105,123,60,21,13,50,58,349
James Gist,Panathinaikos,28,644,93,204,0.456,23,72,0.319,70,132,0.53,0.512,57,78,0.731,34,85,119,43,28,16,46,70,266
James Southerland,Limoges CSP,9,91,5,20,0.25,3,13,0.231,2,7,0.286,0.325,3,4,0.75,0,8,8,1,5,7,4,12,16
James White,UNICS,10,278,35,75,0.467,8,25,0.32,27,50,0.54,0.52,22,26,0.846,3,46,49,7,7,3,9,28,100
Jan Jagla,FC Bayern Munich,8,87,7,18,0.389,3,11,0.273,4,7,0.571,0.472,7,9,0.778,5,14,19,1,3,3,5,18,24
Jan Vesely,Fenerbahçe,29,634,136,215,0.633,0,1,0,136,214,0.636,0.633,53,108,0.491,67,89,156,23,23,28,29,94,325
Janis Blums,Panathinaikos,27,322,32,78,0.41,28,66,0.424,4,12,0.333,0.59,10,14,0.714,1,18,19,13,6,0,10,52,102
Jannik Freese,Alba Berlin,3,22,1,7,0.143,0,0,,1,7,0.143,0.143,1,4,0.25,1,1,2,0,0,0,0,4,3
Jaycee Carroll,Real Madrid,30,531,103,197,0.523,50,104,0.481,53,93,0.57,0.65,31,35,0.886,14,47,61,22,16,0,18,38,287
Jayson Granger,Unicaja Malaga,23,589,80,198,0.404,18,57,0.316,62,141,0.44,0.449,57,75,0.76,5,58,63,96,20,6,48,39,235
Jeff Brooks,Banco di Sardegna Sassari,8,233,28,53,0.528,8,17,0.471,20,36,0.556,0.604,10,13,0.769,14,26,40,10,16,5,5,17,74
Jeremy Pargo,Maccabi Tel Aviv,27,864,134,333,0.402,35,124,0.282,99,209,0.474,0.455,66,87,0.759,9,77,86,146,6,2,79,59,369
Jerome Dyson,Banco di Sardegna Sassari,10,239,36,102,0.353,13,45,0.289,23,57,0.404,0.417,17,32,0.531,9,16,25,30,17,1,34,29,102
Joe Alexander,Maccabi Tel Aviv,15,178,25,53,0.472,7,17,0.412,18,36,0.5,0.538,11,12,0.917,9,24,33,8,1,7,8,33,68
Joe Ragland,EA7-Emporio Armani Milano,24,446,61,158,0.386,27,78,0.346,34,80,0.425,0.472,24,29,0.828,11,27,38,70,15,1,21,52,173
John Bryant,FC Bayern Munich,10,222,41,90,0.456,3,11,0.273,38,79,0.481,0.472,23,30,0.767,18,59,77,15,4,6,19,32,108
Jon Stefansson,Unicaja Malaga,20,262,38,96,0.396,14,49,0.286,24,47,0.511,0.469,12,20,0.6,2,9,11,24,3,0,20,41,102
Jonas Maciulis,Real Madrid,27,378,34,92,0.37,15,45,0.333,19,47,0.404,0.451,21,29,0.724,22,44,66,26,17,3,19,41,104
Jonas Wohlfarth,Alba Berlin,15,133,20,41,0.488,0,0,,20,41,0.488,0.488,6,23,0.261,16,13,29,2,5,5,9,24,46
Jonathan Tabu,Alba Berlin,8,127,11,36,0.306,8,23,0.348,3,13,0.231,0.417,3,7,0.429,0,14,14,15,6,0,10,16,33
Joseph Forte,Maccabi Tel Aviv,2,2,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,1,0,0
JP Batista,Limoges CSP,10,171,30,66,0.455,0,0,,30,66,0.455,0.455,18,22,0.818,9,12,21,10,2,2,10,22,78
Juan Carlos Navarro,FC Barcelona,17,375,51,138,0.37,31,87,0.356,20,51,0.392,0.482,45,52,0.865,4,24,28,52,4,0,22,18,178
Julian Wright,Panathinaikos,9,89,13,25,0.52,0,1,0,13,24,0.542,0.52,8,16,0.5,8,10,18,2,3,8,5,5,34
Justas Sinica,Neptunas Klaipeda,10,116,10,45,0.222,9,35,0.257,1,10,0.1,0.322,0,0,,4,11,15,7,4,1,6,15,29
Justin Carter,Galatasaray,14,359,41,94,0.436,9,31,0.29,32,63,0.508,0.484,25,36,0.694,17,43,60,37,10,7,19,19,116
Justin Doellman,FC Barcelona,26,629,89,208,0.428,22,62,0.355,67,146,0.459,0.481,56,63,0.889,26,85,111,31,21,6,35,48,256
Karlo Zganec,Cedevita Zagreb,9,76,4,13,0.308,0,0,,4,13,0.308,0.308,11,22,0.5,11,13,24,6,5,0,4,11,19
K.C. Rivers,Real Madrid,30,509,60,139,0.432,30,73,0.411,30,66,0.455,0.54,10,10,1,12,56,68,34,18,0,11,48,160
Keith Benson,Neptunas Klaipeda,7,69,12,21,0.571,0,0,,12,21,0.571,0.571,5,6,0.833,12,12,24,0,3,4,5,8,29
Keith Langford,UNICS,10,292,62,126,0.492,12,38,0.316,50,88,0.568,0.54,31,42,0.738,8,27,35,23,11,2,22,19,167
Kenan Karahodzic,Unicaja Malaga,6,34,4,8,0.5,2,5,0.4,2,3,0.667,0.625,2,2,1,3,4,7,1,2,0,2,4,12
Kenan Sipahi,Fenerbahçe,22,215,14,44,0.318,5,26,0.192,9,18,0.5,0.375,3,4,0.75,5,12,17,15,8,0,10,39,36
Kerem Gonlum,Galatasaray,23,401,66,97,0.68,0,1,0,66,96,0.688,0.68,44,59,0.746,36,69,105,14,8,2,24,36,176
Kim Tillie,Laboral Kutxa,24,435,52,115,0.452,10,26,0.385,42,89,0.472,0.496,17,22,0.773,47,64,111,23,18,3,10,57,131
Kostas Kaimakoglou,UNICS,10,309,30,73,0.411,11,32,0.344,19,41,0.463,0.486,8,12,0.667,9,42,51,36,15,3,17,20,79
Kostas Sloukas,Olympiacos,29,522,55,152,0.362,18,52,0.346,37,100,0.37,0.421,66,76,0.868,8,48,56,89,18,4,37,47,194
Kresimir Loncar,Valencia Basket,10,131,24,54,0.444,1,4,0.25,23,50,0.46,0.454,9,14,0.643,11,15,26,10,8,2,11,24,58
Kristijan Nikolov,Galatasaray,8,95,6,20,0.3,5,13,0.385,1,7,0.143,0.425,4,4,1,0,7,7,7,1,0,10,15,21
Kyle Hines,CSKA Moscow,30,526,79,129,0.612,0,2,0,79,127,0.622,0.612,45,66,0.682,57,72,129,16,17,23,21,65,203
Lamine Kante,Limoges CSP,2,7,0,3,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,1,0,0
Lamont Hamilton,Laboral Kutxa,4,62,7,22,0.318,1,8,0.125,6,14,0.429,0.341,1,2,0.5,3,4,7,4,0,4,4,4,16
Leo Westermann,Limoges CSP,10,234,27,73,0.37,14,38,0.368,13,35,0.371,0.466,9,10,0.9,7,16,23,43,17,1,19,32,77
Leon Radosevic,Alba Berlin,22,459,80,164,0.488,0,1,0,80,163,0.491,0.488,38,53,0.717,23,56,79,18,13,8,43,61,198
